"id","Number.of.Open.Complaints","Number.of.Policies","Response","Coverage","Education","EmploymentStatus","Gender","Location.Code","Marital.Status","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Vehicle.Class","Vehicle.Size"
7406,1,2,2,2,2,2,1,2,2,2,5,1,2,2,3
7407,2,1,1,3,1,2,1,2,2,2,5,1,2,1,2
7408,0,2,1,1,4,2,1,3,2,2,5,2,3,6,2
7409,0,1,1,1,1,2,2,1,2,2,4,4,2,6,2
7410,1,2,1,1,5,2,2,3,2,2,4,3,1,1,2
7411,0,1,1,2,2,2,1,1,2,2,5,3,1,1,2
7412,0,1,1,1,5,2,1,1,2,2,6,2,2,1,2
7413,0,1,1,1,1,2,1,2,2,2,6,4,2,1,2
7414,0,2,1,1,1,2,2,3,2,2,4,2,4,1,2
7415,0,4,1,2,4,5,2,2,3,1,2,1,2,6,2
7416,2,1,1,2,2,2,2,2,2,2,5,4,3,1,2
7417,0,9,2,2,5,5,1,2,3,2,5,1,2,4,2
7418,0,3,1,1,4,2,1,2,2,2,5,4,3,1,3
7419,4,2,1,2,2,2,1,1,1,2,6,4,1,1,2
7420,4,7,1,1,1,1,1,2,2,2,4,1,4,5,2
7421,0,1,1,2,4,2,1,1,2,2,6,2,1,1,2
7422,1,2,1,1,2,2,1,2,1,2,6,1,1,1,3
7423,0,1,1,1,1,2,1,3,1,2,4,4,3,1,3
7424,0,1,2,2,2,2,2,3,1,2,5,2,3,1,2
7425,0,2,1,3,4,2,2,1,2,2,6,2,1,5,2
7426,0,2,1,1,1,5,2,2,1,2,6,1,2,5,3
7427,0,1,1,3,2,1,2,2,1,2,6,4,1,5,3
7428,0,2,1,1,1,2,1,2,2,1,2,3,3,1,2
7429,0,1,2,1,1,1,2,2,2,2,5,1,2,4,1
7430,0,1,1,2,2,2,1,3,1,2,6,1,4,1,3
7431,0,1,1,3,2,2,2,2,2,2,6,1,1,5,2
7432,0,1,1,1,1,2,1,1,2,1,3,1,2,3,2
7433,0,7,1,2,4,2,2,2,3,1,3,4,3,1,3
7434,0,7,1,1,4,5,2,2,2,2,6,2,1,4,2
7435,0,2,1,3,4,2,1,2,2,1,1,2,1,5,2
7436,0,1,1,3,4,2,2,3,2,1,2,1,3,5,3
7437,1,1,1,1,4,5,1,2,2,2,6,1,1,1,3
7438,1,1,1,2,1,2,2,2,2,1,3,3,3,5,3
7439,0,1,1,1,4,2,1,2,2,2,4,3,1,4,2
7440,3,1,1,2,4,2,2,2,3,2,6,2,3,1,2
7441,0,1,2,1,1,2,2,2,2,2,6,2,1,6,2
7442,0,2,1,2,4,2,2,2,2,2,5,2,2,6,2
7443,0,3,1,3,2,5,2,2,3,2,6,1,2,1,2
7444,0,4,1,2,2,2,2,1,2,2,5,1,4,6,2
7445,0,3,1,1,1,2,2,2,2,2,5,4,2,6,3
7446,0,2,2,1,4,3,2,2,3,3,9,1,3,5,2
7447,0,4,1,1,4,5,1,2,3,2,6,1,1,1,3
7448,1,5,2,1,2,4,2,2,2,2,5,2,1,6,2
7449,0,2,1,1,4,2,2,3,2,2,6,3,2,1,1
7450,0,1,1,1,1,5,2,2,2,2,6,3,2,5,2
7451,1,8,1,2,1,2,1,2,2,2,6,3,1,3,2
7452,0,1,1,2,4,5,1,2,2,2,6,2,4,5,2
7453,0,1,1,1,2,5,2,2,1,2,6,2,4,1,1
7454,3,3,1,1,2,2,2,3,2,2,6,3,1,1,2
7455,0,3,1,2,4,2,2,2,2,2,6,4,3,1,1
7456,0,1,2,3,1,2,1,2,3,3,9,2,1,2,2
7457,0,3,2,1,4,2,2,2,2,1,2,2,1,1,2
7458,0,1,1,3,1,5,1,2,2,2,6,1,2,2,2
7459,0,2,1,2,2,5,1,2,3,2,5,1,3,6,1
7460,0,3,1,1,3,2,2,1,2,2,5,2,2,4,2
7461,0,2,1,3,4,2,2,3,2,1,3,1,3,1,2
7462,5,3,1,1,2,5,2,2,3,2,5,4,3,6,2
7463,0,1,1,2,4,5,1,2,1,2,6,1,2,4,1
7464,0,2,2,2,2,5,2,2,3,2,6,1,1,5,2
7465,0,2,1,1,2,2,1,1,3,2,5,4,2,1,2
7466,0,2,1,1,4,5,2,3,2,2,6,3,2,6,2
7467,0,2,1,2,1,4,1,2,3,2,6,1,2,1,2
7468,0,2,1,2,1,2,2,1,2,2,6,1,2,1,2
7469,0,1,1,2,5,2,2,3,3,3,7,4,2,6,2
7470,1,1,1,2,1,2,2,1,2,2,5,4,1,5,3
7471,0,2,2,1,2,2,2,3,2,1,3,2,4,1,2
7472,1,1,1,1,1,2,1,3,3,2,5,1,1,1,2
7473,0,1,1,2,3,2,1,2,3,2,6,2,1,1,3
7474,0,2,1,2,4,5,2,2,3,2,4,2,1,1,2
7475,4,5,1,1,1,2,2,1,2,2,6,3,2,1,2
7476,2,3,2,1,4,1,1,2,3,1,3,1,4,6,3
7477,3,1,1,2,1,2,2,3,3,2,5,1,1,1,2
7478,0,1,1,1,1,5,2,2,3,2,4,1,2,6,1
7479,1,7,1,1,1,5,1,2,3,2,6,2,1,1,2
7480,0,3,1,1,2,2,2,3,2,1,3,2,3,1,2
7481,0,9,1,1,4,5,1,2,1,1,3,1,1,4,1
7482,1,3,1,3,4,5,2,2,3,2,5,2,1,6,2
7483,0,1,2,1,4,2,2,2,3,2,6,2,4,5,2
7484,0,1,1,1,2,5,2,2,1,1,3,1,1,1,2
7485,0,3,1,1,1,2,2,1,2,1,3,3,3,6,2
7486,2,1,1,1,4,5,1,2,2,2,6,2,1,1,2
7487,3,1,2,2,2,5,1,2,1,3,9,2,1,1,2
7488,1,3,1,1,2,5,1,2,2,2,4,1,2,1,3
7489,0,7,1,1,2,2,1,1,2,2,6,1,1,1,2
7490,0,3,1,1,2,1,1,2,1,2,5,2,3,4,2
7491,0,3,1,3,1,3,1,2,2,2,5,2,2,6,3
7492,0,2,1,1,3,5,1,2,2,1,3,2,3,6,2
7493,3,1,1,1,1,2,2,2,2,2,6,2,3,1,3
7494,0,1,1,1,4,2,1,2,2,2,5,2,2,1,2
7495,0,1,1,1,1,2,2,2,1,1,1,3,3,6,2
7496,0,1,1,1,1,2,1,1,2,2,6,2,2,4,2
7497,0,5,1,2,1,2,1,1,2,2,4,4,1,1,2
7498,0,1,1,1,2,5,1,2,3,1,2,1,1,6,2
7499,0,3,1,1,3,5,1,2,2,1,3,1,3,5,2
7500,0,2,1,1,4,5,1,2,3,2,6,1,2,5,2
7501,0,1,1,2,2,2,1,3,2,1,2,1,3,6,3
7502,0,2,1,1,4,2,1,1,2,1,3,1,4,6,2
7503,0,1,1,1,1,5,1,2,3,2,6,1,1,1,3
7504,0,1,1,1,4,2,1,2,3,2,6,1,1,6,3
7505,0,7,2,1,4,2,1,3,3,2,6,1,1,5,3
7506,0,4,1,1,5,5,2,2,2,1,2,3,2,4,2
7507,0,9,1,1,4,2,1,2,2,2,6,4,3,1,1
7508,0,5,1,1,2,2,2,1,2,2,5,1,1,4,2
7509,0,2,1,1,4,5,2,2,3,1,2,1,3,1,2
7510,1,1,1,2,3,2,2,2,2,2,6,1,1,5,2
7511,0,1,1,1,1,2,2,3,2,2,6,1,2,4,3
7512,0,1,1,2,2,2,1,2,2,3,7,2,1,1,2
7513,0,1,1,1,5,2,2,1,3,2,4,4,1,5,2
7514,0,1,2,1,1,2,1,1,3,2,5,2,4,1,2
7515,5,3,1,1,4,2,1,3,2,2,5,1,4,5,2
7516,0,6,1,1,2,1,2,2,3,2,5,2,1,5,3
7517,0,1,1,1,4,3,1,2,2,2,4,2,3,1,3
7518,0,3,1,3,4,2,2,2,2,1,3,2,1,6,3
7519,0,1,2,2,2,2,2,1,2,1,2,2,1,4,2
7520,0,1,1,1,4,2,1,2,2,2,4,2,3,1,3
7521,0,3,2,2,2,4,2,2,3,2,6,1,1,1,2
7522,0,6,2,1,1,2,2,2,3,2,6,2,3,1,3
7523,0,1,2,2,1,2,1,2,2,2,5,2,1,5,2
7524,5,2,1,3,5,5,1,3,2,2,6,2,2,1,2
7525,0,1,2,1,2,2,2,2,1,1,2,1,1,6,2
7526,5,4,1,1,1,1,1,2,2,2,5,3,3,1,2
7527,0,7,1,1,5,5,2,2,1,2,4,1,2,1,3
7528,0,1,1,1,2,2,1,2,2,2,5,3,1,3,2
7529,0,2,1,1,5,2,1,1,3,1,2,1,3,6,2
7530,0,3,1,1,1,3,2,2,3,2,6,2,1,6,2
7531,0,2,1,2,2,2,1,3,2,2,6,2,3,1,2
7532,0,1,1,2,3,2,1,2,2,2,6,2,1,1,2
7533,3,1,1,1,1,2,2,1,2,2,5,3,3,6,2
7534,2,7,1,3,1,2,2,3,2,1,2,3,2,6,2
7535,0,1,1,1,4,2,1,2,1,2,6,3,3,1,3
7536,1,5,1,1,4,5,1,2,3,2,6,1,3,1,3
7537,0,2,1,1,4,5,1,2,3,1,3,4,1,1,2
7538,0,2,1,1,1,2,1,3,3,2,5,1,1,1,2
7539,3,1,1,2,2,2,2,3,3,2,6,2,4,1,2
7540,0,3,1,1,5,2,2,1,3,2,5,1,3,1,1
7541,0,2,2,1,1,2,2,3,2,2,6,2,1,1,2
7542,1,7,2,1,4,5,1,2,3,2,6,1,1,1,3
7543,0,2,1,1,2,2,1,2,1,1,3,2,4,1,2
7544,1,1,2,1,5,2,1,1,2,2,5,2,4,1,1
7545,1,1,1,1,4,2,2,1,2,2,6,1,1,5,2
7546,0,6,1,1,1,3,1,1,2,2,5,1,1,6,2
7547,0,4,2,1,2,2,2,3,2,1,3,2,1,4,2
7548,0,4,1,1,2,2,1,2,2,2,6,1,1,5,3
7549,0,9,1,1,2,2,2,3,3,1,2,2,1,1,2
7550,0,5,1,1,2,5,2,2,3,2,6,1,1,1,2
7551,0,2,2,1,4,1,1,2,2,1,3,2,1,5,3
7552,2,3,1,3,2,2,1,3,2,2,6,1,3,5,2
7553,0,4,1,1,1,5,2,2,3,2,6,2,2,4,2
7554,0,6,1,1,1,2,2,1,1,1,1,1,2,1,2
7555,0,1,2,2,5,2,1,1,2,2,5,1,2,1,1
7556,0,1,1,2,2,5,2,2,3,1,3,2,3,1,3
7557,0,2,1,3,2,2,1,2,2,2,6,2,2,5,2
7558,2,1,1,1,2,2,2,2,2,2,6,1,4,1,2
7559,1,3,1,2,2,5,1,2,2,2,5,1,1,1,1
7560,0,6,1,1,4,2,1,2,2,1,3,4,2,6,3
7561,1,1,1,2,1,2,1,3,3,2,5,3,2,6,2
7562,0,2,1,2,3,2,1,2,2,2,6,4,1,1,3
7563,0,3,1,2,1,2,1,2,2,1,2,3,1,1,3
7564,0,2,1,1,4,5,2,2,3,2,6,1,1,1,1
7565,0,1,1,2,1,2,1,3,2,2,6,2,3,1,2
7566,0,2,2,1,1,4,2,2,2,2,5,1,2,1,2
7567,0,1,1,2,2,2,2,2,2,2,6,2,2,1,2
7568,0,3,1,1,1,2,1,3,3,2,6,3,1,5,2
7569,0,1,1,1,4,5,1,2,2,1,1,1,1,1,3
7570,0,1,2,1,2,5,2,2,3,2,6,1,2,1,2
7571,0,1,2,1,1,3,2,2,3,2,5,1,1,1,2
7572,0,7,1,1,2,2,2,3,2,2,6,4,3,6,2
7573,0,4,1,1,4,5,1,2,3,2,6,1,2,5,3
7574,1,1,1,1,4,2,2,1,2,2,6,3,3,1,1
7575,0,2,1,1,4,5,2,2,3,2,6,1,2,1,2
7576,0,1,1,1,2,2,1,2,2,2,5,1,1,6,2
7577,0,3,1,2,2,2,2,2,3,2,5,1,1,6,2
7578,0,7,1,3,1,5,2,2,3,2,6,1,2,6,1
7579,0,9,1,1,3,2,1,1,3,2,4,1,3,1,3
7580,0,1,1,1,1,5,1,1,2,2,4,1,1,1,2
7581,0,1,1,1,1,3,1,2,2,2,6,4,2,3,2
7582,0,1,1,1,1,2,1,3,2,2,5,4,1,1,2
7583,2,2,2,3,4,2,1,2,1,2,6,1,3,1,2
7584,0,1,1,2,1,5,1,2,3,2,6,1,2,1,2
7585,0,2,1,2,1,5,1,2,3,3,7,3,4,1,3
7586,0,9,1,2,4,5,2,2,2,1,1,1,1,5,2
7587,0,9,1,1,4,5,2,2,3,1,3,2,4,1,3
7588,0,1,1,3,2,3,2,2,2,3,8,1,1,1,3
7589,1,2,1,2,5,2,2,1,2,1,2,4,3,1,2
7590,0,1,1,1,4,5,1,2,3,2,6,1,1,5,2
7591,1,2,1,1,5,2,2,3,2,2,5,2,2,4,2
7592,0,7,1,1,2,2,2,1,2,2,4,3,1,4,3
7593,1,1,1,1,4,2,1,2,3,2,6,3,1,1,3
7594,0,2,1,1,1,2,2,1,2,2,5,3,1,1,2
7595,0,2,1,1,4,5,2,2,2,1,3,3,3,1,2
7596,1,1,1,1,2,2,1,3,2,2,6,3,2,2,3
7597,3,1,2,2,1,4,1,2,3,2,6,1,1,5,2
7598,2,7,1,2,1,5,2,2,2,2,5,1,2,1,3
7599,0,3,1,1,1,2,1,3,3,1,3,2,4,1,2
7600,0,9,1,1,4,4,2,2,1,2,6,1,1,1,3
7601,0,8,1,1,2,2,1,1,1,2,6,1,2,4,2
7602,0,5,1,3,5,2,2,2,1,1,1,3,4,1,3
7603,0,2,2,1,2,2,2,2,2,2,6,2,2,5,3
7604,2,2,1,3,2,2,2,3,2,2,4,1,1,6,2
7605,0,2,1,1,4,2,2,2,1,2,6,1,1,6,2
7606,0,3,1,3,2,5,1,3,1,2,5,1,4,1,1
7607,1,7,1,2,4,2,2,1,1,2,6,1,2,6,1
7608,0,1,2,1,2,2,1,1,2,1,3,2,2,5,1
7609,5,5,1,1,3,2,2,3,3,2,6,4,2,6,2
7610,0,2,1,1,4,2,1,2,1,1,2,4,4,6,2
7611,0,7,1,1,1,2,2,2,2,1,3,3,1,5,2
7612,0,1,1,1,4,2,2,2,2,2,5,2,3,1,2
7613,0,2,1,1,4,2,1,2,3,2,6,1,1,5,2
7614,2,1,1,1,1,5,2,2,3,1,3,1,1,5,2
7615,0,2,1,2,2,3,2,2,2,3,7,1,2,6,1
7616,0,2,1,1,2,2,1,2,2,2,6,2,1,1,2
7617,0,5,1,1,5,2,1,1,2,2,6,2,3,1,2
7618,0,2,1,1,2,5,2,2,3,1,1,4,1,1,2
7619,0,1,1,1,1,2,1,1,3,2,5,2,3,6,2
7620,0,1,1,1,1,5,2,2,3,2,6,4,4,5,2
7621,3,3,1,2,4,2,2,1,2,3,8,2,4,1,1
7622,0,1,1,1,1,2,1,1,2,2,6,2,2,1,2
7623,1,3,1,1,1,5,1,2,2,2,4,1,2,6,3
7624,0,7,1,3,2,2,1,2,2,1,3,2,2,6,2
7625,0,1,2,2,4,2,1,2,2,2,6,2,1,6,1
7626,0,1,1,1,2,2,1,2,2,2,6,3,2,6,3
7627,0,2,1,2,4,5,1,3,2,2,6,1,3,6,2
7628,0,1,1,2,3,5,1,2,2,2,6,1,3,6,2
7629,2,1,1,2,2,5,1,2,3,2,5,1,1,6,2
7630,0,1,1,2,4,2,1,3,2,2,5,2,3,1,2
7631,0,2,2,1,1,2,2,1,2,2,4,3,1,1,2
7632,1,6,2,2,4,2,2,1,1,1,1,1,1,1,2
7633,0,1,1,1,2,2,1,1,3,2,6,1,1,5,2
7634,0,7,1,1,4,5,2,2,3,2,6,4,3,6,2
7635,0,4,1,1,1,5,2,2,3,1,2,3,4,5,2
7636,0,5,1,1,2,2,2,2,2,2,5,2,1,5,2
7637,0,1,1,2,4,5,2,2,3,1,3,2,3,1,1
7638,3,1,1,1,1,2,2,2,2,1,3,4,1,5,2
7639,0,2,1,1,5,2,2,2,2,1,2,3,1,1,2
7640,0,1,1,1,2,2,2,1,3,2,5,1,1,1,2
7641,0,1,1,2,4,1,1,2,2,1,1,3,2,5,1
7642,0,1,1,3,2,2,2,1,2,1,3,2,4,1,1
7643,1,3,2,1,1,2,1,3,2,2,4,2,1,1,2
7644,3,2,1,1,1,2,1,3,2,1,3,2,1,4,2
7645,0,1,1,1,1,2,2,3,3,2,6,2,3,6,2
7646,3,1,1,2,1,2,2,2,3,2,5,4,1,5,2
7647,0,1,1,1,1,2,1,2,2,2,6,1,4,1,2
7648,0,1,1,3,1,2,2,2,1,2,4,2,1,1,2
7649,4,1,1,1,1,2,2,3,2,2,6,2,1,1,2
7650,0,2,1,2,4,5,1,2,3,2,5,1,1,1,3
7651,0,2,1,3,1,2,2,1,2,2,6,1,3,5,2
7652,0,2,1,1,1,2,2,2,3,2,5,2,2,1,2
7653,2,1,1,2,1,5,1,1,2,2,6,1,4,5,2
7654,0,1,2,1,3,1,1,2,1,2,4,2,2,6,2
7655,1,5,1,1,4,2,1,2,1,2,6,2,2,5,2
7656,0,2,1,1,5,2,1,1,2,3,9,1,1,6,2
7657,0,2,1,1,1,2,2,1,1,2,6,1,1,6,2
7658,0,2,1,2,2,2,2,2,2,2,5,2,4,1,2
7659,0,3,1,2,4,2,2,3,3,2,6,1,1,1,1
7660,0,3,1,2,4,5,1,1,3,2,5,1,2,1,1
7661,0,4,1,2,1,2,1,1,2,2,6,2,1,1,2
7662,0,1,1,2,2,5,2,3,2,2,6,4,4,1,2
7663,0,1,1,1,3,1,1,1,2,2,5,3,1,6,2
7664,0,1,1,1,1,5,2,2,2,1,2,1,1,6,2
7665,2,1,1,1,4,2,1,3,3,2,4,1,4,6,2
7666,0,1,1,2,1,5,2,2,3,2,6,3,1,5,2
7667,0,2,1,3,5,2,1,2,2,2,5,1,3,4,1
7668,0,1,1,2,4,2,2,2,2,2,5,4,3,1,3
7669,0,1,1,2,2,2,2,2,2,2,6,3,3,5,2
7670,0,5,1,1,4,2,1,1,2,2,6,1,2,1,2
7671,0,1,1,1,4,2,1,2,1,1,2,2,3,1,2
7672,1,3,1,1,1,1,1,2,2,1,2,1,2,1,2
7673,0,1,1,2,2,5,2,2,3,2,6,2,2,6,1
7674,0,4,1,1,4,5,2,2,3,2,6,2,2,5,2
7675,0,1,1,2,1,2,1,3,2,2,6,2,3,1,1
7676,0,6,1,2,2,2,1,3,2,2,6,1,2,5,1
7677,0,7,1,2,2,2,2,3,1,2,5,1,1,1,2
7678,0,1,1,3,5,2,1,2,2,3,7,2,1,1,2
7679,1,8,1,1,1,2,1,1,2,1,2,1,2,6,2
7680,0,1,1,3,4,5,2,2,1,2,4,1,1,1,2
7681,0,1,1,1,4,2,1,2,2,2,5,2,2,1,3
7682,0,1,2,3,2,5,2,2,2,2,6,1,2,1,1
7683,1,4,1,1,2,2,2,2,2,2,5,1,2,5,3
7684,0,2,2,2,5,5,2,2,3,2,6,1,1,5,3
7685,0,2,1,1,2,2,1,2,1,2,6,1,1,5,2
7686,0,1,1,2,4,2,1,2,3,2,4,2,1,1,3
7687,0,8,1,1,1,2,1,3,2,2,4,1,1,1,2
7688,0,4,2,1,4,3,2,2,3,2,6,2,3,1,2
7689,0,7,1,1,4,2,1,2,2,2,6,4,4,1,3
7690,0,1,2,1,2,2,1,1,2,1,2,2,2,5,1
7691,0,2,1,1,2,3,1,3,3,1,3,1,1,1,2
7692,0,9,2,1,1,2,2,2,3,2,4,1,1,1,2
7693,0,8,1,1,1,2,2,2,3,2,5,2,3,5,2
7694,0,3,1,1,4,2,1,3,2,2,6,1,1,1,1
7695,0,4,1,1,2,5,2,2,3,2,6,1,1,1,2
7696,0,1,1,2,1,2,1,2,2,1,2,2,1,1,2
7697,0,8,1,1,2,2,2,2,2,2,4,4,4,6,2
7698,0,1,1,1,4,5,2,2,3,1,3,1,1,1,2
7699,0,2,1,2,1,2,2,2,1,2,6,1,1,1,2
7700,0,2,1,2,2,5,2,2,3,1,3,1,2,6,2
7701,0,1,1,1,4,2,2,2,2,2,6,1,2,1,2
7702,0,1,1,2,2,5,1,2,3,2,6,2,2,6,2
7703,0,7,1,1,2,2,1,1,1,1,3,3,2,6,2
7704,0,1,1,2,4,2,1,2,2,2,4,4,1,1,2
7705,0,3,1,2,1,2,1,3,2,2,4,1,2,6,2
7706,1,1,1,2,1,2,1,2,2,2,5,2,2,6,2
7707,0,1,2,2,1,2,1,2,1,2,5,1,1,1,2
7708,0,1,1,1,4,2,2,2,1,2,6,4,3,1,2
7709,3,5,2,1,1,5,1,2,3,2,4,1,4,6,2
7710,4,3,1,1,1,1,1,3,1,2,5,1,3,1,2
7711,0,1,1,1,4,2,1,3,2,2,6,3,4,1,2
7712,1,1,1,1,2,5,2,2,3,2,6,3,2,1,2
7713,0,1,1,1,1,5,2,2,2,2,4,2,1,1,2
7714,1,2,1,2,1,2,1,2,3,2,4,1,1,5,2
7715,0,2,1,2,4,5,1,2,1,2,4,1,4,6,3
7716,0,5,1,1,1,5,2,2,3,2,5,1,2,3,2
7717,0,3,1,1,1,2,2,2,2,2,4,4,2,1,3
7718,1,1,1,1,4,5,2,2,3,2,4,1,1,6,2
7719,5,2,1,1,2,2,2,3,2,2,5,2,2,6,2
7720,0,2,1,2,4,5,2,2,3,1,3,1,3,5,2
7721,0,2,1,2,2,5,1,2,3,2,6,1,1,5,2
7722,0,7,1,1,1,5,1,2,3,2,4,3,4,1,2
7723,0,2,1,1,2,2,1,3,3,2,4,3,2,1,2
7724,1,3,1,1,4,5,2,2,3,1,2,1,3,3,2
7725,4,3,1,1,2,2,2,2,2,2,5,3,1,5,1
7726,0,3,1,1,4,2,1,1,2,1,2,2,1,6,2
7727,1,1,1,2,2,2,2,2,3,1,3,3,2,1,2
7728,4,5,1,2,2,2,2,2,2,2,5,3,1,5,3
7729,3,1,1,3,1,2,1,2,2,2,6,3,3,5,2
7730,0,1,1,2,1,2,1,1,1,2,6,2,4,1,3
7731,0,3,1,1,1,5,2,2,3,2,6,1,1,1,2
7732,0,1,1,2,4,2,1,3,1,1,1,1,1,5,2
7733,0,5,1,1,1,2,1,1,2,2,4,2,4,1,2
7734,1,2,1,1,2,4,1,2,1,2,4,3,3,6,3
7735,0,1,2,1,1,2,2,3,1,1,3,1,1,6,2
7736,0,2,1,2,4,5,1,2,3,2,6,1,4,1,3
7737,0,2,2,2,2,5,2,2,3,2,4,1,1,5,2
7738,0,1,1,1,2,2,2,2,3,1,3,3,1,5,3
7739,0,1,1,2,2,5,1,2,3,3,8,3,2,1,2
7740,0,4,1,1,4,1,1,2,2,2,4,1,1,1,1
7741,0,2,1,1,4,3,1,2,2,2,6,1,1,1,2
7742,0,1,1,2,2,2,1,1,2,2,6,2,2,2,2
7743,0,4,1,2,4,2,1,3,2,1,1,1,2,1,2
7744,3,7,1,1,1,2,1,2,2,2,5,2,2,5,3
7745,0,3,2,1,4,5,2,2,2,2,4,2,4,4,2
7746,0,1,1,1,2,2,2,3,2,2,6,2,2,1,2
7747,0,4,1,1,3,1,1,2,2,2,4,1,3,6,2
7748,0,2,1,2,2,2,1,3,2,2,6,1,2,6,1
7749,0,8,1,1,4,5,1,2,2,2,6,1,4,1,2
7750,0,1,1,1,2,2,2,2,2,2,6,4,3,5,2
7751,0,9,1,3,1,2,2,2,3,2,6,1,1,6,1
7752,0,2,1,1,4,2,1,2,1,1,3,1,1,1,2
7753,0,2,1,1,1,5,1,2,1,1,1,3,3,1,2
7754,1,2,1,2,5,2,2,3,3,2,6,1,4,1,2
7755,0,5,1,1,4,2,2,2,2,1,3,2,4,4,1
7756,0,2,1,1,1,2,1,3,2,1,2,1,1,1,2
7757,3,1,1,3,4,2,2,2,3,1,1,4,4,4,3
7758,0,4,1,3,1,5,1,2,3,1,1,1,2,6,2
7759,0,1,1,1,5,1,2,1,1,2,4,1,1,1,2
7760,0,1,1,2,2,5,1,2,3,2,5,4,4,5,2
7761,2,2,1,2,4,2,2,2,2,2,6,1,2,1,2
7762,0,2,2,1,2,4,2,2,1,2,6,2,4,1,2
7763,0,3,1,1,1,5,2,2,3,2,6,1,1,1,2
7764,1,3,1,1,1,2,1,1,2,2,6,1,3,6,2
7765,0,2,1,1,2,2,1,1,1,3,9,3,2,1,2
7766,0,1,1,2,5,2,1,1,3,1,3,1,1,6,2
7767,0,6,2,1,5,2,1,2,2,3,8,2,1,1,3
7768,0,1,2,1,2,2,2,2,2,2,6,1,1,5,2
7769,0,1,1,1,3,5,2,2,2,2,6,1,1,1,3
7770,2,1,1,2,2,5,1,2,3,2,5,1,2,5,1
7771,0,1,1,1,1,2,2,2,2,3,9,2,3,5,2
7772,0,2,1,1,2,2,2,3,2,2,6,1,1,5,2
7773,0,2,1,1,5,2,1,3,1,1,3,1,3,1,2
7774,0,1,1,1,1,2,2,2,2,1,3,2,2,1,2
7775,0,3,1,1,1,5,2,2,3,2,6,1,2,5,2
7776,0,2,1,1,1,5,1,2,2,1,1,3,1,1,2
7777,0,5,1,1,2,5,2,2,2,2,4,1,2,5,1
7778,0,2,1,1,2,2,2,1,2,2,4,3,3,6,2
7779,0,2,1,1,2,5,2,2,3,2,6,3,1,6,2
7780,0,1,2,1,1,3,2,2,3,2,5,1,1,1,2
7781,0,1,1,1,2,2,2,1,2,1,3,3,2,1,2
7782,0,1,1,2,1,1,1,2,2,2,4,3,1,5,3
7783,0,1,1,2,5,2,2,1,3,2,5,2,1,5,2
7784,0,2,1,1,2,5,2,1,2,2,6,1,1,6,2
7785,1,3,1,1,2,2,1,1,2,1,2,1,3,1,2
7786,0,2,1,2,4,5,1,2,3,2,5,3,1,1,1
7787,0,2,1,3,1,2,1,3,2,2,6,1,1,6,2
7788,0,4,2,1,2,2,2,3,2,2,6,2,1,4,2
7789,0,5,1,1,2,2,2,1,2,2,5,3,1,1,1
7790,0,3,1,1,1,2,1,1,1,2,6,2,3,1,2
7791,0,7,2,2,4,2,2,2,2,1,3,2,1,6,2
7792,0,3,1,1,2,2,1,3,2,2,6,3,4,1,1
7793,0,3,1,2,4,2,2,2,3,1,3,3,1,6,3
7794,0,9,1,3,1,2,2,3,2,2,6,3,1,1,2
7795,2,1,1,1,2,5,2,2,3,2,6,3,1,1,1
7796,0,5,1,2,2,2,2,3,1,2,4,1,2,5,3
7797,0,1,1,1,2,2,1,3,2,2,6,2,1,1,2
7798,0,3,1,1,1,2,1,3,3,2,6,1,1,1,2
7799,0,2,1,1,3,2,1,2,2,2,5,3,2,5,2
7800,0,2,1,2,2,2,1,1,2,2,5,2,2,6,2
7801,0,1,1,1,1,2,2,3,2,3,9,3,2,5,2
7802,2,1,1,2,4,2,1,2,2,2,5,2,1,1,2
7803,0,9,1,2,2,2,2,2,2,2,4,1,2,1,2
7804,0,3,1,1,1,5,1,3,2,2,5,1,4,5,1
7805,0,3,1,3,5,2,2,1,3,2,6,1,3,1,3
7806,0,1,1,1,1,5,2,2,2,2,4,3,2,1,3
7807,0,1,2,1,1,4,2,2,1,2,6,2,4,1,2
7808,0,6,1,2,2,2,1,1,2,2,6,1,1,1,1
7809,0,2,1,1,4,2,2,2,1,2,6,4,3,5,3
7810,1,6,1,2,1,2,1,2,2,2,5,1,1,1,2
7811,0,2,2,1,1,2,1,2,1,2,6,1,4,5,2
7812,0,8,1,2,2,2,1,2,2,2,4,4,2,1,2
7813,0,9,2,1,2,3,1,2,3,1,3,2,4,1,1
7814,0,5,1,1,4,2,1,2,2,2,6,2,2,1,1
7815,0,7,1,2,4,3,2,2,3,2,4,2,4,6,2
7816,0,3,1,2,2,2,2,2,3,2,6,1,1,1,2
7817,0,1,2,3,1,4,1,2,2,2,5,1,1,3,2
7818,3,5,1,1,1,2,2,3,3,3,9,3,1,6,1
7819,0,1,1,2,1,2,2,3,3,2,6,3,4,5,2
7820,0,3,1,3,1,2,1,2,2,2,5,2,4,6,3
7821,0,3,1,2,4,2,2,1,1,2,6,1,1,1,2
7822,0,2,1,1,1,2,1,2,2,1,3,1,3,6,2
7823,1,2,1,2,1,1,1,2,3,2,5,2,3,6,2
7824,0,1,1,1,1,5,1,2,3,1,2,1,3,6,2
7825,0,3,1,1,1,2,2,2,2,2,4,2,1,5,2
