"id","Number.of.Policies","Response","Coverage","Education","EmploymentStatus","Gender"
2856,7,1,2,5,2,2
2857,1,1,1,1,2,1
2858,6,1,1,3,2,2
2859,7,1,2,4,2,2
2860,3,1,1,2,2,2
2861,1,1,1,4,2,2
2862,2,1,2,2,2,1
2863,1,1,2,4,5,2
2864,2,1,1,4,1,1
2865,1,1,1,1,3,1
2866,9,1,1,4,2,2
2867,4,1,1,5,2,1
2868,7,1,1,4,5,1
2869,3,2,1,4,5,2
2870,8,1,1,4,2,2
2871,1,1,1,2,5,2
2872,1,1,1,2,2,2
2873,9,1,2,4,5,2
2874,1,1,2,1,3,1
2875,2,1,1,2,5,2
2876,1,1,2,1,2,1
2877,5,1,1,2,2,1
2878,1,2,1,1,1,1
2879,3,1,1,2,2,1
2880,3,1,2,2,2,2
2881,8,1,3,1,2,1
2882,5,1,1,4,2,1
2883,2,1,2,2,5,1
2884,1,1,1,5,2,2
2885,8,1,1,4,2,1
2886,1,1,1,1,2,2
2887,1,1,1,1,5,2
2888,7,1,1,1,5,2
2889,1,1,2,4,2,2
2890,1,1,1,1,2,2
2891,1,1,1,1,2,2
2892,5,2,1,1,5,1
2893,8,1,2,1,2,1
2894,1,2,2,2,5,2
2895,1,1,1,1,5,1
2896,3,1,2,4,2,1
2897,3,1,1,2,5,1
2898,2,1,2,1,5,1
2899,2,1,1,4,2,2
2900,1,1,1,2,1,1
2901,4,1,2,4,2,2
2902,8,1,1,1,2,2
2903,1,1,1,1,2,2
2904,1,2,1,4,2,2
2905,1,1,3,2,2,2
2906,2,1,1,2,2,1
2907,1,2,1,2,3,1
2908,5,1,2,5,2,1
2909,2,1,3,1,2,1
2910,5,1,1,4,2,1
2911,2,1,1,2,5,1
2912,2,1,3,2,5,2
2913,8,1,1,2,2,1
2914,3,1,2,1,2,2
2915,2,2,1,2,2,2
2916,1,1,1,1,5,2
2917,3,1,1,2,2,1
2918,1,2,2,3,2,2
2919,2,2,1,4,5,1
2920,2,2,1,4,2,2
2921,2,1,1,1,5,1
2922,7,1,1,2,2,1
2923,3,1,1,2,2,2
2924,3,1,1,2,2,1
2925,1,1,1,1,2,1
2926,1,1,1,2,2,2
2927,3,1,1,1,2,1
2928,9,1,1,4,2,2
2929,1,1,1,1,2,2
2930,3,1,1,1,3,2
2931,2,1,2,4,2,1
2932,2,1,1,2,5,1
2933,5,1,1,1,2,1
2934,2,1,2,5,5,2
2935,1,2,1,4,2,2
2936,1,1,3,5,2,1
2937,2,1,2,4,5,1
2938,2,1,1,4,2,1
2939,2,1,1,2,5,2
2940,1,1,2,4,2,2
2941,3,1,3,2,2,2
2942,3,1,1,1,5,2
2943,2,1,2,2,5,1
2944,8,2,3,5,1,1
2945,2,1,1,4,2,2
2946,3,1,1,4,2,2
2947,1,1,1,4,2,1
2948,1,2,1,3,1,1
2949,1,1,1,2,2,1
2950,9,1,1,2,5,1
2951,5,2,1,1,2,2
2952,1,1,1,4,2,1
2953,1,1,1,2,1,1
2954,2,1,1,4,5,1
2955,3,1,1,2,2,2
2956,1,1,2,4,2,2
2957,1,1,3,2,2,2
2958,5,2,1,1,5,1
2959,2,1,2,2,2,2
2960,1,1,2,1,2,1
2961,4,1,1,2,2,1
2962,1,1,1,1,2,1
2963,1,1,1,1,2,1
2964,2,1,2,2,5,1
2965,1,1,3,1,2,2
2966,5,1,1,2,2,1
2967,2,1,1,1,2,2
2968,2,1,3,4,2,1
2969,3,1,1,4,2,2
2970,1,1,1,2,2,2
2971,1,1,1,3,2,1
2972,1,1,2,2,2,1
2973,2,1,2,2,1,2
2974,8,1,1,2,5,1
2975,5,1,2,2,5,2
2976,1,1,1,5,5,2
2977,1,1,2,1,5,1
2978,3,1,1,4,2,1
2979,2,1,2,3,2,2
2980,2,1,1,4,2,2
2981,4,1,1,2,2,1
2982,2,1,1,4,5,1
2983,2,2,1,4,3,1
2984,2,1,1,4,5,2
2985,1,1,3,2,2,2
2986,2,1,1,2,2,1
2987,1,1,1,4,5,2
2988,9,1,1,1,2,2
2989,1,1,1,2,2,2
2990,5,1,2,4,5,2
2991,9,1,2,4,2,1
2992,6,1,1,1,2,2
2993,8,1,1,4,5,2
2994,5,1,2,2,1,2
2995,1,1,1,2,2,1
2996,7,1,2,2,2,2
2997,7,1,2,2,5,2
2998,3,1,1,1,2,2
2999,1,1,1,1,2,1
3000,6,1,2,2,5,2
3001,2,1,1,2,2,1
3002,2,1,2,1,2,1
3003,1,1,2,4,2,2
3004,1,1,1,1,5,2
3005,6,1,1,2,2,2
3006,1,1,2,4,5,2
3007,1,1,1,1,5,2
3008,2,2,1,2,2,2
3009,2,2,2,2,2,1
3010,1,1,1,1,4,2
3011,1,1,2,1,5,2
3012,3,2,1,5,2,2
3013,2,1,2,2,5,1
3014,2,1,1,4,2,2
3015,9,1,2,4,2,2
3016,3,1,1,4,5,1
3017,1,1,1,4,2,2
3018,1,1,3,4,5,1
3019,8,1,1,2,2,1
3020,7,1,3,4,2,2
3021,1,1,1,4,5,2
3022,1,2,1,2,2,1
3023,7,1,1,2,2,1
3024,6,2,2,4,2,2
3025,1,1,1,3,2,1
3026,9,1,1,1,2,2
3027,2,1,1,1,2,2
3028,2,1,1,4,5,2
3029,2,1,1,4,5,1
3030,1,1,1,1,5,2
3031,3,1,1,5,2,2
3032,1,1,1,4,2,2
3033,3,1,1,5,2,1
3034,1,1,1,1,2,1
3035,6,1,1,4,2,2
3036,1,2,1,4,4,1
3037,8,1,2,4,2,1
3038,6,1,2,1,5,1
3039,1,1,1,4,2,2
3040,2,1,2,2,3,2
3041,7,1,2,5,2,1
3042,1,1,1,1,2,2
3043,4,1,1,1,5,2
3044,1,2,2,1,2,1
3045,1,1,1,2,2,2
3046,1,2,1,5,2,2
3047,4,1,1,1,2,2
3048,9,1,1,5,2,1
3049,9,1,1,1,5,1
3050,1,1,1,3,2,1
3051,1,1,1,2,2,1
3052,3,1,3,2,2,2
3053,1,1,1,1,5,1
3054,3,1,1,1,5,2
3055,2,1,1,4,2,1
3056,7,1,2,5,2,1
3057,1,1,1,2,5,2
3058,2,1,1,4,5,1
3059,1,1,1,4,2,2
3060,3,1,1,1,2,2
3061,3,1,2,5,2,1
3062,1,1,3,1,5,2
3063,2,1,1,1,4,1
3064,1,1,1,5,2,1
3065,2,1,1,1,2,2
3066,1,1,2,4,5,2
3067,1,1,1,2,2,1
3068,5,1,2,1,2,2
3069,3,1,1,1,2,1
3070,4,1,1,1,2,1
3071,1,1,1,2,2,2
3072,3,1,1,1,2,2
3073,8,1,1,2,2,1
3074,2,1,1,3,2,2
3075,6,1,1,1,2,1
3076,2,1,1,4,2,1
3077,3,1,1,4,5,2
3078,8,1,1,2,2,1
3079,6,1,2,2,2,1
3080,1,1,3,1,5,2
3081,3,1,2,5,2,2
3082,1,1,1,2,2,2
3083,6,1,2,1,2,1
3084,2,2,3,1,1,1
3085,1,1,1,4,2,1
3086,1,1,3,4,2,1
3087,3,1,2,4,1,2
3088,2,2,1,4,2,1
3089,3,1,1,2,2,1
3090,1,1,1,4,2,1
3091,7,1,1,2,5,1
3092,1,1,2,2,2,2
3093,2,1,1,1,2,1
3094,3,2,1,4,2,2
3095,1,1,3,5,2,1
3096,1,1,1,1,2,2
3097,1,1,2,4,5,1
3098,3,2,2,4,2,1
3099,1,1,1,2,5,2
3100,2,1,1,4,2,2
3101,2,1,3,2,5,2
3102,5,1,1,5,2,1
3103,6,1,1,5,2,2
3104,1,1,2,3,5,2
3105,2,1,2,1,2,1
3106,2,1,2,4,2,2
3107,3,1,2,1,2,1
3108,4,1,2,2,2,1
3109,4,1,1,2,5,2
3110,2,1,1,5,4,1
3111,5,2,1,2,4,2
3112,1,1,2,4,1,2
3113,7,1,1,2,5,1
3114,1,1,1,2,2,2
3115,8,2,3,5,1,1
3116,3,1,2,4,2,2
3117,1,1,2,4,2,1
3118,1,1,1,5,2,1
3119,7,1,1,1,2,2
3120,4,1,1,4,5,1
3121,3,1,1,1,2,2
3122,2,1,1,3,5,1
3123,1,1,1,2,2,1
3124,2,1,1,4,5,1
3125,1,1,2,4,2,1
3126,1,1,1,4,1,1
3127,1,1,2,2,2,1
3128,7,1,2,2,2,1
3129,3,1,1,1,2,2
3130,5,1,1,2,2,2
3131,1,1,1,2,5,2
3132,6,1,2,4,5,1
3133,2,1,1,4,2,2
3134,6,1,1,2,1,1
3135,2,1,2,4,5,1
3136,2,1,1,2,5,2
3137,2,1,1,3,2,2
3138,1,1,2,3,3,2
3139,4,1,1,1,3,2
3140,2,1,1,1,2,2
3141,9,1,1,1,2,2
3142,2,2,2,4,4,1
3143,1,1,2,1,5,1
3144,3,2,1,4,2,2
3145,1,1,1,1,5,2
3146,2,1,1,1,5,2
3147,9,1,1,5,2,2
3148,9,2,1,4,4,2
3149,2,1,1,4,5,2
3150,2,1,2,5,5,1
3151,2,1,1,1,2,2
3152,7,1,1,2,5,1
3153,4,1,2,4,5,2
3154,1,1,1,2,2,2
3155,4,1,3,1,2,2
3156,2,2,2,5,5,2
3157,2,2,2,2,2,1
3158,5,1,2,2,2,2
3159,1,2,1,5,2,1
3160,1,1,2,4,5,2
3161,2,1,2,4,2,2
3162,6,1,2,2,2,2
3163,2,1,3,3,2,2
3164,9,1,1,4,2,2
3165,3,1,1,4,2,2
3166,6,1,1,4,2,2
3167,4,1,1,4,2,1
3168,3,1,3,2,5,2
3169,2,2,1,3,2,2
3170,9,1,1,1,2,1
3171,1,1,1,1,2,1
3172,2,1,1,4,5,1
3173,1,1,1,5,2,2
3174,3,1,2,1,2,2
3175,1,1,1,1,2,1
3176,1,2,3,2,2,2
3177,1,2,2,3,2,1
3178,2,1,1,2,2,1
3179,1,1,1,2,5,2
3180,2,1,2,4,2,1
3181,8,1,1,1,5,1
3182,2,1,3,2,5,1
3183,1,1,2,1,2,1
3184,7,2,1,4,2,1
3185,2,1,1,4,2,2
3186,2,1,1,2,2,1
3187,8,1,1,1,3,2
3188,3,1,1,1,4,2
3189,8,1,2,1,2,2
3190,1,1,1,1,2,2
3191,1,1,1,2,2,1
3192,7,1,1,5,2,2
3193,1,1,2,2,2,2
3194,1,2,2,1,4,1
3195,2,1,2,2,1,1
3196,1,1,1,1,2,1
3197,3,1,1,1,2,2
3198,1,1,1,4,2,1
3199,2,1,1,1,2,2
3200,2,2,3,2,2,2
3201,1,1,2,2,2,1
3202,1,1,3,2,5,2
3203,2,1,2,5,2,2
3204,2,1,3,4,2,2
3205,5,1,2,2,2,2
3206,6,1,2,1,2,1
3207,1,2,1,1,5,2
3208,2,1,1,2,2,2
3209,1,1,1,1,2,1
3210,2,1,1,2,2,2
3211,2,1,1,4,2,1
3212,3,1,3,1,2,2
3213,7,1,1,4,2,1
3214,4,1,1,2,2,1
3215,1,1,3,1,2,1
3216,6,1,2,1,2,1
3217,1,1,1,1,2,1
3218,2,1,2,3,2,2
3219,2,1,2,1,5,1
3220,1,2,2,2,5,2
3221,2,1,1,4,2,1
3222,1,1,1,1,2,1
3223,2,1,2,5,2,1
3224,9,1,2,1,1,2
3225,1,1,1,2,3,1
3226,1,2,2,2,2,1
3227,2,1,2,2,2,2
3228,5,1,2,4,2,2
3229,2,1,1,1,1,1
3230,2,1,1,3,2,1
3231,1,1,2,2,5,1
3232,1,1,2,4,2,1
3233,2,1,2,1,5,2
3234,2,2,1,2,5,1
3235,1,1,1,1,2,2
3236,1,2,2,3,2,2
3237,5,2,1,2,4,2
3238,3,1,1,2,2,1
3239,2,1,1,4,2,1
3240,1,1,2,1,2,1
3241,2,1,1,2,2,2
3242,9,1,1,4,2,2
3243,2,1,1,5,2,2
3244,5,2,1,1,5,1
3245,1,1,2,4,5,1
3246,3,1,2,1,5,2
3247,8,1,2,4,2,1
3248,3,1,2,4,2,2
3249,4,1,3,1,5,2
3250,2,1,1,4,5,2
3251,1,1,2,3,2,1
3252,1,1,1,5,5,2
3253,2,1,1,4,2,2
3254,1,1,1,1,2,2
3255,1,1,3,2,2,1
3256,2,1,1,1,2,2
3257,9,2,1,1,2,2
3258,4,1,2,4,5,2
3259,6,1,1,2,2,1
3260,2,1,1,1,2,1
3261,2,1,1,1,2,2
3262,1,1,1,4,2,2
3263,3,1,3,4,1,2
3264,9,2,2,1,4,2
3265,2,1,3,1,2,1
3266,1,2,1,4,2,2
3267,9,1,1,1,2,2
3268,2,1,1,2,2,2
3269,9,1,1,2,2,1
3270,6,1,2,4,5,2
3271,3,1,1,2,5,1
3272,3,1,1,2,2,2
3273,3,1,1,4,5,2
3274,6,1,2,1,2,2
3275,3,2,1,2,5,1
3276,1,1,1,3,2,1
3277,3,1,1,1,3,1
3278,2,1,2,1,3,2
3279,3,1,1,2,5,2
3280,9,1,1,4,2,2
3281,4,1,1,1,2,2
3282,3,1,3,2,5,1
3283,9,2,1,1,2,2
3284,2,1,2,4,3,1
3285,2,1,1,5,2,1
3286,2,1,2,1,5,2
3287,6,1,2,4,2,2
3288,1,1,1,5,2,2
3289,3,1,1,2,2,1
3290,8,1,1,4,2,1
3291,1,1,3,2,5,2
3292,1,1,3,1,2,1
3293,2,1,1,4,5,2
3294,2,1,1,4,2,2
3295,1,1,2,4,5,2
3296,7,1,2,2,2,2
3297,8,1,1,4,2,1
3298,2,1,1,1,3,2
3299,1,1,2,4,2,2
3300,5,1,2,4,2,2
3301,1,1,1,5,2,1
3302,7,1,1,1,5,1
3303,3,1,2,2,5,2
3304,2,1,1,2,3,2
3305,1,1,1,4,2,2
3306,1,1,1,1,2,1
3307,3,1,3,1,3,1
3308,1,1,1,5,2,2
3309,2,2,1,2,3,1
3310,2,1,2,2,5,1
3311,7,1,3,2,2,2
3312,1,1,3,4,5,2
3313,9,1,1,4,5,2
3314,1,1,2,1,5,1
3315,1,1,2,4,3,2
3316,1,1,1,3,5,1
3317,1,1,1,5,2,1
3318,2,1,1,4,2,1
3319,1,1,2,1,5,2
3320,3,1,2,1,2,1
3321,1,1,2,4,2,1
3322,1,1,3,1,2,2
3323,9,2,1,2,3,1
3324,8,1,1,4,2,1
3325,1,1,1,3,5,2
3326,2,1,1,1,2,1
3327,3,1,3,1,2,1
3328,1,1,2,5,5,2
3329,3,1,1,1,5,1
3330,7,1,1,1,2,1
3331,1,1,1,3,2,1
3332,7,1,1,3,2,1
3333,7,1,2,1,2,2
3334,2,1,1,1,2,1
3335,2,1,2,2,5,2
3336,1,2,1,1,2,1
3337,1,2,2,1,2,1
3338,9,1,2,2,5,1
3339,8,1,1,3,2,1
3340,2,1,1,5,3,1
3341,1,1,1,5,2,2
3342,9,1,2,2,2,2
3343,1,1,2,1,2,2
3344,1,1,1,1,2,1
3345,2,1,1,1,5,1
3346,6,1,1,4,5,2
3347,1,2,2,3,2,2
3348,1,2,2,2,2,1
3349,2,1,1,1,2,2
3350,2,1,2,1,2,1
3351,2,2,2,2,2,2
3352,1,1,1,2,2,1
3353,7,1,1,3,5,2
3354,3,1,1,4,5,1
3355,2,1,1,2,2,1
3356,1,1,1,2,5,2
3357,1,2,1,3,2,2
3358,9,2,2,4,5,2
3359,1,1,1,2,2,1
3360,9,1,1,4,2,1
3361,3,1,1,2,3,2
3362,6,1,2,1,5,1
3363,1,1,1,4,2,1
3364,8,1,1,1,2,1
3365,2,2,2,5,4,1
3366,2,1,2,1,5,1
3367,2,1,1,1,2,2
3368,3,1,2,2,2,2
3369,9,1,1,2,2,1
3370,2,1,2,2,2,1
3371,1,1,1,3,1,1
3372,1,2,3,2,2,2
3373,2,1,3,5,2,1
3374,9,2,1,4,4,2
3375,1,1,3,4,2,2
3376,1,1,1,4,3,1
3377,1,1,2,2,2,2
3378,1,1,2,4,2,2
3379,5,2,1,2,2,2
3380,3,1,1,4,2,1
3381,6,1,1,4,2,2
3382,1,1,1,2,5,2
3383,3,1,3,4,2,1
3384,1,2,1,1,2,2
3385,9,1,1,3,2,2
3386,3,1,3,2,2,2
3387,7,1,1,1,2,1
3388,2,1,3,2,5,1
3389,1,2,1,1,4,2
3390,3,1,1,4,2,2
3391,3,1,3,5,2,2
3392,1,1,1,2,2,1
3393,7,2,1,1,2,2
3394,1,1,2,2,2,2
3395,1,2,1,2,2,1
3396,9,1,2,4,2,2
3397,1,1,2,2,2,2
3398,1,1,1,1,2,2
3399,2,1,2,4,2,2
3400,2,1,1,2,5,1
3401,1,1,1,1,2,2
3402,1,1,1,1,2,2
3403,4,1,1,1,2,1
3404,7,1,2,1,2,1
3405,2,1,1,5,2,1
3406,4,1,1,4,5,1
3407,1,1,2,1,2,2
3408,2,1,3,4,2,2
3409,1,1,1,2,2,1
3410,7,1,2,2,3,2
3411,5,1,3,2,5,2
3412,3,2,1,4,5,2
3413,1,2,2,2,5,2
3414,7,2,1,1,2,2
3415,1,1,2,4,5,1
3416,8,1,1,2,2,1
3417,6,1,2,4,5,2
3418,1,1,1,2,2,1
3419,2,2,2,2,2,1
3420,7,1,2,4,2,2
3421,6,1,1,5,2,2
3422,1,1,2,4,5,1
3423,2,2,2,5,4,1
3424,1,1,1,4,2,2
3425,4,1,2,4,5,1
3426,1,2,2,2,4,1
3427,1,1,2,1,2,1
3428,7,1,1,1,4,2
3429,1,1,2,1,5,1
3430,1,1,2,2,2,2
3431,2,1,1,2,2,1
3432,3,1,1,2,5,1
3433,1,2,2,1,4,1
3434,9,1,2,2,5,2
3435,3,1,1,5,2,1
3436,1,1,3,1,2,2
3437,3,2,2,2,2,1
3438,1,2,1,2,4,1
3439,1,1,1,1,2,1
3440,8,1,1,1,2,1
3441,3,1,2,1,2,1
3442,1,1,1,1,5,1
3443,1,1,1,1,2,2
3444,1,2,1,2,2,1
3445,6,1,1,1,2,1
3446,2,2,2,2,2,1
3447,8,1,1,1,2,2
3448,1,1,2,2,2,2
3449,1,1,1,4,2,2
3450,5,1,2,1,5,2
3451,8,1,1,4,3,2
3452,7,2,2,4,5,2
3453,2,1,1,2,5,1
3454,2,2,1,1,2,2
3455,1,2,2,1,3,1
3456,8,1,2,5,1,1
3457,2,1,2,1,2,2
3458,2,1,2,4,2,2
3459,1,1,1,3,2,1
3460,3,1,1,2,5,1
3461,1,2,2,2,2,1
3462,1,1,2,4,5,2
3463,3,1,1,5,2,2
3464,2,1,1,1,2,2
3465,1,1,1,1,5,2
3466,2,1,1,1,2,1
3467,3,1,1,4,5,2
3468,2,1,2,2,2,1
3469,1,1,2,4,5,1
3470,1,2,3,1,2,1
3471,1,1,1,2,5,1
3472,2,2,1,2,5,2
3473,3,1,1,2,2,2
3474,1,1,1,1,4,2
3475,1,1,1,1,2,2
3476,1,1,2,4,2,2
3477,9,1,3,4,2,1
3478,5,1,1,1,2,2
3479,1,1,1,4,5,1
3480,2,1,3,2,5,1
3481,1,1,1,4,2,1
3482,1,1,1,4,5,1
3483,2,2,2,2,4,1
3484,1,1,1,4,5,2
3485,1,1,1,3,2,2
3486,6,1,3,4,2,1
3487,1,1,1,4,2,1
3488,3,1,1,4,2,2
3489,3,1,1,2,2,1
3490,1,1,1,2,3,1
3491,7,1,1,3,2,1
3492,3,2,2,1,5,1
3493,6,1,1,5,2,2
3494,2,2,1,2,2,2
3495,7,2,1,3,2,1
3496,3,1,1,1,2,1
3497,1,1,1,2,5,1
3498,8,2,2,4,2,2
3499,2,1,2,2,2,2
3500,5,1,3,1,5,1
3501,1,1,1,4,5,2
3502,1,1,2,4,5,1
3503,1,1,1,1,2,2
3504,3,1,1,2,5,2
3505,2,1,1,2,2,2
3506,5,2,2,2,2,1
3507,1,1,2,2,2,1
3508,3,1,1,4,2,1
3509,1,1,1,4,2,1
3510,1,1,1,1,2,2
3511,1,1,1,4,2,2
3512,2,1,1,1,4,2
3513,1,2,1,1,4,2
3514,2,1,1,2,2,2
3515,2,2,3,4,2,1
3516,2,2,2,1,2,1
3517,1,1,1,2,5,2
3518,5,2,1,2,4,2
3519,2,1,1,1,5,1
3520,3,1,2,2,2,1
3521,3,1,1,1,5,2
3522,1,2,2,2,4,1
3523,1,1,1,4,2,2
3524,1,2,1,1,5,2
3525,1,1,2,4,2,2
3526,2,1,2,4,2,1
3527,1,1,1,1,2,2
3528,1,1,1,1,2,1
3529,1,2,3,2,2,2
3530,3,1,2,4,2,2
3531,1,1,1,1,2,2
3532,2,1,3,1,2,1
3533,2,1,3,1,2,2
3534,1,1,1,4,5,1
3535,6,2,1,2,2,1
3536,2,1,1,4,2,2
3537,1,1,1,2,5,2
3538,9,1,1,2,1,2
3539,2,1,2,3,2,1
3540,9,1,3,1,2,1
3541,6,1,1,1,5,1
3542,4,1,2,4,2,2
3543,3,1,1,4,2,1
3544,2,1,1,4,2,2
3545,1,1,1,2,5,2
3546,2,1,1,1,2,1
3547,1,1,1,2,2,1
3548,1,1,1,2,2,1
3549,5,1,1,4,2,2
3550,2,1,3,2,2,2
3551,3,1,1,5,1,2
3552,2,1,1,5,5,2
3553,1,2,1,1,2,2
3554,6,1,3,2,2,2
3555,7,1,1,4,5,2
3556,2,1,1,4,2,1
3557,2,1,1,4,2,2
3558,1,1,1,2,5,1
3559,3,1,2,4,1,1
3560,1,2,2,4,2,1
3561,1,1,2,1,2,1
3562,8,1,2,1,2,2
3563,2,1,2,4,5,2
3564,2,1,3,4,2,2
3565,7,1,1,2,3,2
3566,1,1,2,1,5,1
3567,2,1,1,4,1,2
3568,6,1,2,4,2,2
3569,8,1,1,1,5,2
3570,2,2,1,1,2,1
3571,2,1,1,5,5,1
3572,2,1,2,3,3,1
3573,1,2,3,2,2,2
3574,1,1,1,2,2,1
3575,2,1,1,4,3,2
3576,2,1,2,2,3,1
3577,3,1,1,2,5,2
3578,1,1,1,5,2,1
3579,1,2,2,3,2,1
3580,1,1,2,1,5,2
3581,2,2,1,2,5,1
3582,2,1,3,4,2,2
3583,2,1,1,1,2,1
3584,1,1,1,2,2,2
3585,5,1,1,4,3,1
3586,2,1,2,1,2,2
3587,1,1,3,4,2,1
3588,2,1,1,2,2,2
3589,5,2,1,1,5,1
3590,1,1,1,4,5,1
3591,5,1,2,2,2,2
3592,5,1,2,4,2,2
3593,2,1,1,1,2,2
3594,3,1,2,3,2,1
3595,1,1,1,2,2,2
3596,2,1,1,4,5,2
3597,6,1,2,5,2,2
3598,2,1,1,1,2,1
3599,9,2,1,1,2,2
3600,3,1,2,5,2,1
3601,1,1,1,2,2,2
3602,1,1,1,4,2,2
3603,7,1,1,4,2,1
3604,9,1,1,1,5,2
3605,1,1,2,2,2,1
3606,1,1,2,3,2,1
3607,2,1,2,2,2,1
3608,1,2,3,4,2,1
3609,2,1,3,2,5,2
3610,2,1,1,4,1,2
3611,7,1,2,2,3,1
3612,5,1,2,2,2,2
3613,1,1,1,4,5,1
3614,1,1,3,2,2,2
3615,1,1,1,2,2,2
3616,3,1,1,1,3,2
3617,1,1,1,2,2,1
3618,5,1,2,2,1,1
3619,1,1,2,2,5,2
3620,1,1,1,1,2,1
3621,2,1,3,1,2,2
3622,1,1,2,3,2,2
3623,6,1,1,1,2,1
3624,2,1,1,4,2,2
3625,3,1,2,1,5,1
3626,1,1,2,2,2,2
3627,2,1,3,2,5,2
3628,9,1,2,2,2,2
3629,2,1,2,1,2,1
3630,1,1,3,1,5,1
3631,5,1,1,2,2,1
3632,8,1,1,1,2,1
3633,1,1,2,2,2,1
3634,1,1,1,1,1,2
3635,2,1,1,4,1,1
3636,3,1,1,1,2,2
3637,1,1,1,1,2,2
3638,1,1,1,1,5,2
3639,3,1,1,5,2,2
3640,3,1,1,4,5,1
3641,5,1,1,2,5,2
3642,1,1,3,1,2,1
3643,6,2,1,5,2,1
3644,2,1,1,1,2,1
3645,1,1,1,1,2,2
3646,9,1,1,4,5,1
3647,8,1,2,2,2,2
3648,7,1,3,4,2,1
3649,1,1,1,4,2,2
3650,8,1,2,5,5,1
3651,7,1,1,2,2,1
3652,6,1,1,1,5,1
3653,1,1,1,4,2,1
3654,1,1,2,4,3,2
3655,3,1,1,4,2,2
3656,2,1,1,4,1,1
3657,7,2,2,4,5,2
3658,2,1,1,1,5,1
3659,5,2,1,2,4,2
3660,3,1,1,2,2,1
3661,1,1,1,2,2,1
3662,3,1,1,2,2,2
3663,2,1,2,1,5,1
3664,6,1,1,1,5,1
3665,1,1,1,1,5,2
3666,1,2,1,2,5,1
3667,1,2,1,1,2,2
3668,1,1,1,2,5,2
3669,1,1,1,1,3,2
3670,1,1,1,2,2,2
3671,2,1,2,2,5,2
3672,1,2,1,1,4,2
3673,9,1,2,4,2,2
3674,1,1,1,4,2,2
3675,7,2,2,4,2,2
3676,1,1,1,2,2,1
3677,2,1,1,1,2,2
3678,2,1,2,5,2,2
3679,9,1,1,4,2,1
3680,3,1,2,1,3,1
3681,1,1,1,4,2,1
3682,3,1,2,1,2,1
3683,8,1,1,2,5,2
3684,3,1,1,4,5,2
3685,2,1,1,4,2,2
3686,6,1,2,4,5,1
3687,2,1,1,4,1,1
3688,4,1,1,4,5,1
3689,6,1,1,3,2,1
3690,3,1,1,1,2,1
3691,3,1,1,5,5,1
3692,2,1,1,4,2,2
3693,2,1,1,1,2,1
3694,8,1,1,5,2,1
3695,8,1,2,1,2,1
3696,2,1,1,2,3,2
3697,6,1,2,2,5,2
3698,9,1,1,1,2,1
3699,2,2,1,1,4,2
3700,8,2,1,4,2,2
3701,2,1,1,2,2,2
3702,1,1,2,2,5,1
3703,5,1,1,2,2,2
3704,3,1,2,1,2,2
3705,8,1,2,4,2,1
3706,3,1,1,1,3,1
3707,1,1,2,1,2,1
3708,6,1,2,4,2,2
3709,1,1,2,1,2,2
3710,4,1,1,1,5,1
3711,1,1,1,2,2,2
3712,2,1,1,2,5,1
3713,1,2,1,3,2,2
3714,1,1,2,4,2,1
3715,6,1,1,1,5,1
3716,4,1,2,1,5,2
3717,2,1,1,4,2,2
3718,2,1,1,4,5,1
3719,2,1,1,2,2,2
3720,9,1,1,3,2,1
3721,1,2,1,1,2,1
3722,2,1,1,2,2,1
3723,6,1,1,1,5,2
3724,3,1,3,4,2,1
3725,2,2,1,1,5,2
3726,2,1,3,1,5,2
3727,4,2,1,2,5,1
3728,3,1,1,5,2,2
3729,3,1,1,4,2,1
3730,2,1,2,4,5,1
3731,3,1,2,4,5,1
3732,1,1,3,4,5,1
3733,3,1,2,4,2,1
3734,7,1,1,4,2,2
3735,1,1,2,4,2,2
3736,1,1,1,2,5,2
3737,9,1,3,2,2,1
3738,3,1,1,4,5,1
3739,1,1,1,2,2,2
3740,7,1,1,5,2,1
3741,1,1,2,3,5,1
3742,9,1,1,2,5,2
3743,2,2,1,2,5,1
3744,1,1,1,1,2,2
3745,6,1,1,2,2,2
3746,2,1,1,2,2,2
3747,1,2,1,1,1,2
3748,1,1,2,2,2,1
3749,6,1,1,4,2,2
3750,3,1,2,1,5,2
3751,1,1,1,1,5,1
3752,2,1,3,3,2,1
3753,3,1,3,4,2,1
3754,3,1,1,1,2,1
3755,7,1,2,4,4,2
3756,1,1,1,4,2,2
3757,2,1,1,2,5,1
3758,1,1,1,4,2,2
3759,1,1,2,4,5,2
3760,3,1,2,4,5,2
3761,2,1,2,2,5,1
3762,2,1,2,2,2,1
3763,7,1,1,4,2,2
3764,2,1,2,1,5,1
3765,1,2,1,1,2,2
3766,1,1,2,1,2,1
3767,1,1,1,4,2,2
3768,3,1,2,4,2,1
3769,3,1,1,1,2,2
3770,2,1,1,2,2,1
3771,4,1,3,1,2,2
3772,4,1,1,5,2,2
3773,1,1,1,3,1,1
3774,3,1,3,2,5,1
3775,9,1,2,1,2,2
3776,6,2,1,1,2,1
3777,2,2,2,2,5,2
3778,3,1,1,4,2,2
3779,1,2,2,1,2,1
3780,1,1,1,1,3,2
3781,1,1,1,2,5,1
3782,2,1,1,5,2,2
3783,2,1,2,4,5,1
3784,4,1,1,2,3,2
3785,3,1,1,1,1,1
